id;nom;birlik
381;"Автомобиль-фургон ISUZU NOQ71PL (г/п 8,0 тн)";"маш.ч"
382;"Вагонетка путевая широкой колеи";"маш.-ч"
383;"Вибраторы внутренние";"маш.-ч"
384;"Вагоны-самосвалы 60 т";"маш.-ч"
385;"Вагоны-самосвалы 85т";"маш.-ч"
386;"Вагоны-самосвалы 105т";"маш.-ч"
387;"Вагоны-самосвалы 165т";"маш.-ч"
388;"Вагоны-самосвалы 180т";"маш.-ч"
389;"Компрессоры передвижные с электродвигателем давлением 600 кПа (6 атм.), производительность до 5 м3/мин";"маш.-ч"
390;"Вибропогружатели для железобетонных свай до 10м";"маш.-ч"
391;"Вибропогружатели для железобетонных свай более 10м";"маш.-ч"
392;"Вертолеты";"маш.-ч"
393;"Вагонетки 6т";"маш.-ч"
394;"Вагонетки 14т";"маш.-ч"
395;"Вагонетки узкой колеи";"маш.-ч"
396;"Вагоны узкой колеи 20 т";"маш.-ч"
397;"Вагоны широкой колеи 63 т";"маш.-ч"
398;"Вибраторы крановые при работе на гидротехническом строительстве";"маш.-ч"
399;"Вибраторы крановые при работе на других видах строительства";"маш.-ч"
400;"Вибраторы крановые при работе на строительстве тоннелей";"маш.-ч"
401;"Виброуплотнители для подводных постелей при работе в закрытой акватории зона 1";"маш.-ч"
402;"Виброуплотнители для подводных постелей при работе на открытом рейде зона 1";"маш.-ч"
403;"Вибраторы глубинные";"маш.-ч"
404;"Вибраторы поверхностные";"маш.-ч"
405;"Вагон-самосвал (думпкар) грузоподъемностью 136 т";"маш.-ч"
406;"Вышки телескопические 25 м";"маш.-ч"
407;"Лебедки волочильные RW-20 ""Грундовинч""";"маш.-ч"
408;"Автосамосвал SHANHI грузоподъемностью 25 тн";"маш-ч"
409;"Экскаваторы-погрузчики на пневмоколесном ходу гидравлические, грузоподъемность до 0,4 т";"маш.-ч"
